alpha tag,tag,entity,mode,description,type,tone,entity_type,group,license,category,frequency
s135*RT-NAR1,EMS Dispatch,NSW State Emergency Services,FMN,s135*RT-NAR1,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5125
s136*RT-BBY,EMS Dispatch,NSW State Emergency Services,FMN,s136*RT-BBY,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.4145
s137*RT-NAR2,EMS Dispatch,NSW State Emergency Services,FMN,s137*RT-NAR2,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7625
s138*RT-PTS,EMS Dispatch,NSW State Emergency Services,FMN,s138*RT-PTS,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.125
s139*RT-WOD,EMS Dispatch,NSW State Emergency Services,FMN,s139*RT-WOD,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.375
s140*RT-WBG,EMS Dispatch,NSW State Emergency Services,FMN,s140*RT-WBG,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.300
s141*RT-TBR,EMS Dispatch,NSW State Emergency Services,FMN,s141*RT-TBR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s142*RT-HAY,EMS Dispatch,NSW State Emergency Services,FMN,s142*RT-HAY,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.475
s143*RT-MAL,EMS Dispatch,NSW State Emergency Services,FMN,s143*RT-MAL,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.450
s144*RT-LIS,EMS Dispatch,NSW State Emergency Services,FMN,s144*RT-LIS,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.600
s145*RT-HLO,EMS Dispatch,NSW State Emergency Services,FMN,s145*RT-HLO,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.250
s146*QSES-4,EMS Dispatch,NSW State Emergency Services,FMN,s146*QSES-4,,CSQ,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.125
s147*QSES-7,EMS Dispatch,NSW State Emergency Services,FMN,s147*QSES-7,,CSQ,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.625
s148*QSES-8,EMS Dispatch,NSW State Emergency Services,FMN,s148*QSES-8,,CSQ,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.725
s149*QSES-11,EMS Dispatch,NSW State Emergency Services,FMN,s149*QSES-11,,CSQ,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,466.725
s150*QSES-12,EMS Dispatch,NSW State Emergency Services,FMN,s150*QSES-12,,CSQ,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.000
s151*QSES-13,EMS Dispatch,NSW State Emergency Services,FMN,s151*QSES-13,,CSQ,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,466.775
s156*SH-BUDA,EMS Dispatch,NSW State Emergency Services,FMN,s156*SH-BUDA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s157*SH-CRO,EMS Dispatch,NSW State Emergency Services,FMN,s157*SH-CRO,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.6375
s158*SH-EGL,EMS Dispatch,NSW State Emergency Services,FMN,s158*SH-EGL,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5375
s159*SH-GILL,EMS Dispatch,NSW State Emergency Services,FMN,s159*SH-GILL,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.4125
s160*SH-MUND,EMS Dispatch,NSW State Emergency Services,FMN,s160*SH-MUND,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s161*SH-PER,EMS Dispatch,NSW State Emergency Services,FMN,s161*SH-PER,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.250
s162*SH-RED,EMS Dispatch,NSW State Emergency Services,FMN,s162*SH-RED,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4375
s163*SH-WJSP,EMS Dispatch,NSW State Emergency Services,FMN,s163*SH-WJSP,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,475.275
s164*SH-YNG,EMS Dispatch,NSW State Emergency Services,FMN,s164*SH-YNG,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.450
s170*SN-ADVN,EMS Dispatch,NSW State Emergency Services,FMN,s170*SN-ADVN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.650
s182*SW-PUTT,EMS Dispatch,NSW State Emergency Services,FMN,s182*SW-PUTTY,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,415.4125
s183*SW-PPNG,EMS Dispatch,NSW State Emergency Services,FMN,s183*SW-PPNG,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,419.9625
s184*SW-KUR1,EMS Dispatch,NSW State Emergency Services,FMN,s184*SW-KUR1,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,419.000
s185*SW-KUR2,EMS Dispatch,NSW State Emergency Services,FMN,s185*SW-KUR2,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.250
s186*SW-KUR3,EMS Dispatch,NSW State Emergency Services,FMN,s186*SW-KUR3,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.625
s187*SW-P1,EMS Dispatch,NSW State Emergency Services,FMN,s187*SW-P1,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.800
s188*SW-P2,EMS Dispatch,NSW State Emergency Services,FMN,s188*SW-P2,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.6375
s201*SIMPSH1,EMS Dispatch,NSW State Emergency Services,FMN,s201*SIMPSH1,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.275
s202*SIMPSH2,EMS Dispatch,NSW State Emergency Services,FMN,s202*SIMPSH2,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.325
s203*SIMPSH3,EMS Dispatch,NSW State Emergency Services,FMN,s203*SIMPSH3,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.350
s204*SIMPSH4,EMS Dispatch,NSW State Emergency Services,FMN,s204*SIMPSH4,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.400
s205*SIMPSH5,EMS Dispatch,NSW State Emergency Services,FMN,s205*SIMPSH5,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,412.450
Tx Middle Br,Public Works,NSW State Government PMR,FM,"Tx Middle Brother, Port Macquarie 50w",RM,,Public Safety,NSW State Government PMR Frequency List,VLE213,NSW State Government,416.950
NSW Gov,Public Works,NSW State Government PMR,FM,"Tx Middle Brother, Port Macquarie 50w",RM,,Public Safety,NSW State Government PMR Frequency List,VLE212,NSW State Government,416.9625
NSW State,Public Works,NSW State Government PMR,FM,"Tx Middle Brother, Port Macquarie 50w",RM,,Public Safety,NSW State Government PMR Frequency List,VLE214,NSW State Government,417.4625
964,Public Works,National Parks and Wildlife Service NSW,FMN,,M,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,163.025
965,Public Works,National Parks and Wildlife Service NSW,FMN,,M,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
963,Public Works,National Parks and Wildlife Service NSW,FMN,,M,173.8 PL,Public Safety,All Regions,,NPWS VHF High Band,168.375
11,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 1,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.1375
12,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 2,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.175
13,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 3,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.3125
14,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 4,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.300
15,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 5,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,162.525
16,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 6,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,162.6375
17,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS FGD 7,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,162.700
21,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 1,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,162.525
22,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 2,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,162.6375
23,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 3,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,162.700
24,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 4,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,164.125
25,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 5,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,164.1375
26,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 6,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,164.1625
31,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 1-S,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.525
32,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 2-S,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.6375
33,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 3-S,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.700
34,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 4-S,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.125
35,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 5-S,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.1375
36,Public Works,National Parks and Wildlife Service NSW,FMN,NPWS PRp 6-S,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.1625
41,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND1,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.150
42,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND2,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.0625
43,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND3,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.075
44,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND4,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.1125
45,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND5,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.0875
46,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND6,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.0375
47,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND7,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.0125
48,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND8,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.050
49,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND9,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.1875
50,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND10,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.2125
51,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND11,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.225
52,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND12,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.2375
53,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND13,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.250
54,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND14,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.3375
55,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND15,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.3625
56,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND16,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.375
57,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND17,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.3875
58,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND18,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.4125
59,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND19,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.450
60,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS FGND20,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.4625
61,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR1,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.125
62,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR2,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.3875
63,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR3,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4125
64,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR4,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.550
65,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR5,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.875
66,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR6,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9125
67,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR7,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9875
68,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR8,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,164.125
69,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR9,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,164.325
70,Fire-Tac,National Parks and Wildlife Service NSW,FMN,RFS RPTR10,RM,110.9 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6625
71,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 110,M,94.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.400
72,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 111,M,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,161.2625
73,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 112,M,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,161.375
74,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 113,M,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,161.3875
75,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 114,M,114.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.275
76,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 115,M,114.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.3875
77,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 116,M,114.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.2875
78,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 117,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,161.375
79,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 118,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,161.2875
80,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 119,M,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,161.275
81,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 120,M,131.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.3875
82,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 121,M,131.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.2625
83,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 122,M,131.8 PL,Public Safety,All Regions,,NPWS VHF High Band,161.375
84,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 123,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.2875
85,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 124,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.375
86,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP 125,M,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,161.275
89,Public Works,National Parks and Wildlife Service NSW,FMN,BORDER 1,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.175
90,Public Works,National Parks and Wildlife Service NSW,FMN,BORDER 2,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.200
91,Public Works,National Parks and Wildlife Service NSW,FMN,BORDER AIRCR,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,161.2125
92,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP128,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,162.2125
93,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP131,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,162.175
94,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP134,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,162.0625
95,Public Works,National Parks and Wildlife Service NSW,FMN,DELWP137,M,CSQ,Public Safety,All Regions,,NPWS VHF High Band,162.475
101,Public Works,National Parks and Wildlife Service NSW,FMN,BOCOBLE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.375
102,Public Works,National Parks and Wildlife Service NSW,FMN,COOLAH,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.2375
103,Public Works,National Parks and Wildlife Service NSW,FMN,CORICUDGY,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.200
104,Public Works,National Parks and Wildlife Service NSW,FMN,DANGAR 2,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.0125
111,Public Works,National Parks and Wildlife Service NSW,FMN,MT TOMAH,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.300
112,Public Works,National Parks and Wildlife Service NSW,FMN,NARROW NK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.350
113,Public Works,National Parks and Wildlife Service NSW,FMN,SHOOTERS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.000
114,Public Works,National Parks and Wildlife Service NSW,FMN,BRSTLECONE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.225
115,Public Works,National Parks and Wildlife Service NSW,FMN,HIGH RNGE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.4125
116,Public Works,National Parks and Wildlife Service NSW,FMN,SNOWY MT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8125
121,Public Works,National Parks and Wildlife Service NSW,FMN,LANE COVE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.5375
122,Public Works,National Parks and Wildlife Service NSW,FMN,CANOELANDS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.525
123,Public Works,National Parks and Wildlife Service NSW,FMN,COWAN,RM,241.8 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6875
124,Public Works,National Parks and Wildlife Service NSW,FMN,ELAN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.3125
125,Public Works,National Parks and Wildlife Service NSW,FMN,MIDDLE HD,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,164.400
126,Public Works,National Parks and Wildlife Service NSW,FMN,Not in Use,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,163.5125
127,Public Works,National Parks and Wildlife Service NSW,FMN,NEILSON,RM,141.3 PL,Public Safety,All Regions,,NPWS VHF High Band,164.7875
131,Public Works,National Parks and Wildlife Service NSW,FMN,HIGH RNGE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5625
132,Public Works,National Parks and Wildlife Service NSW,FMN,GARAW HOSP,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.325
133,Public Works,National Parks and Wildlife Service NSW,FMN,GARAW FARM,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.825
134,Public Works,National Parks and Wildlife Service NSW,FMN,MULGOA TRG,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.125
141,Public Works,National Parks and Wildlife Service NSW,FMN,MT DANGAR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5625
142,Public Works,National Parks and Wildlife Service NSW,FMN,MT POPPONG,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.600
151,Public Works,National Parks and Wildlife Service NSW,FMN,CANOELANDS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.125
152,Public Works,National Parks and Wildlife Service NSW,FMN,WARRWOLONG,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.0125
153,Public Works,National Parks and Wildlife Service NSW,FMN,MANGROVE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4375
154,Public Works,National Parks and Wildlife Service NSW,FMN,SUGARLOAF,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.050
155,Public Works,National Parks and Wildlife Service NSW,FMN,SNAPPER PT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.9875
156,Public Works,National Parks and Wildlife Service NSW,FMN,BARRINGTON,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.100
157,Public Works,National Parks and Wildlife Service NSW,FMN,MT HELEN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.875
161,Public Works,National Parks and Wildlife Service NSW,FMN,MT ALLYN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.175
162,Public Works,National Parks and Wildlife Service NSW,FMN,MT MYRA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
163,Public Works,National Parks and Wildlife Service NSW,FMN,BARRINGTON,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.875
171,Public Works,National Parks and Wildlife Service NSW,FMN,MT MARIE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.100
172,Public Works,National Parks and Wildlife Service NSW,FMN,CABBAGE TR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.125
173,Public Works,National Parks and Wildlife Service NSW,FMN,GAN GAN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.525
174,Public Works,National Parks and Wildlife Service NSW,FMN,TALAWAHL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.2125
175,Public Works,National Parks and Wildlife Service NSW,FMN,MID BRTHER,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.975
176,Public Works,National Parks and Wildlife Service NSW,FMN,BOOTI,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.025
177,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES Stand,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
181,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES MT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0625
182,Public Works,National Parks and Wildlife Service NSW,FMN,YARAHAPINI,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.825
191,Public Works,National Parks and Wildlife Service NSW,FMN,CANGAI EST,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6875
192,Public Works,National Parks and Wildlife Service NSW,FMN,CLRENCE PK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8875
201,Public Works,National Parks and Wildlife Service NSW,FMN,PT LOOKOUT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.950
202,Public Works,National Parks and Wildlife Service NSW,FMN,YARAHAPINI,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8625
203,Public Works,National Parks and Wildlife Service NSW,FMN,MT MOOMBIL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.500
204,Public Works,National Parks and Wildlife Service NSW,FMN,CHAELUNDI,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.7125
211,Public Works,National Parks and Wildlife Service NSW,FMN,PICKABOOBA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.800
212,Public Works,National Parks and Wildlife Service NSW,FMN,TOONUNBAR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.0625
213,Public Works,National Parks and Wildlife Service NSW,FMN,HAYSTACK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5125
214,Public Works,National Parks and Wildlife Service NSW,FMN,MT NARDI,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.100
215,Public Works,National Parks and Wildlife Service NSW,FMN,MT MOONMBA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.550
216,Public Works,National Parks and Wildlife Service NSW,FMN,BANYABBA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.2125
217,Public Works,National Parks and Wildlife Service NSW,FMN,SPRNGBROOK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.600
221,Public Works,National Parks and Wildlife Service NSW,FMN,WOLUMLA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.075
222,Public Works,National Parks and Wildlife Service NSW,FMN,MUMBULA MT S,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4375
223,Public Works,National Parks and Wildlife Service NSW,FMN,GREEN CAPE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.9125
224,Public Works,National Parks and Wildlife Service NSW,FMN,BOMBALA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.900
225,Public Works,National Parks and Wildlife Service NSW,FMN,LETTS HILL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.975
231,Public Works,National Parks and Wildlife Service NSW,FMN,SLAP UP,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.800
